Date,r_us,y_us,pi_us,ltr_us,r_ea,y_ea,pi_ea,ltr_ea,z_ea_us,r_jp,y_jp,pi_jp,ltr_jp,z_jp_us
9/30/2021,0.09,3.454948528,6.569915574,1.323333333,-0.5,7.100191823,3.959607177,-0.003333333,-10.86065143,-0.1,-1.729234904,1.653232843,0.033666667,-2.315350964
12/31/2021,0.08,7.406743919,8.82814698,1.536666667,-0.5,3.514347456,7.186358341,0.173333333,-12.55591305,-0.1,4.719521024,0.4064684,0.077,4.835620414
3/31/2022,0.12,-1.023352891,9.084737523,1.94,-0.5,2.297012602,11.00820628,0.686666667,-5.528667268,-0.1,-2.554659081,3.582529371,0.184666667,3.637162127
6/30/2022,0.77,0.277863935,9.906027371,2.93,-0.5,3.627541668,10.24227588,1.776666667,-18.94927079,-0.1,4.788337956,3.929779379,0.244666667,46.21346626
9/30/2022,2.19,2.720857921,5.395272598,3.106666667,0.75,2.260606366,8.937333072,2.123333333,-17.4006174,-0.1,-1.584589898,3.597216892,0.235666667,27.85948525
12/31/2022,3.653333333,3.354977181,4.110044344,3.83,2,-0.372193695,9.707311018,2.893333333,11.65380186,-0.1,1.162529293,4.252690587,0.293,9.221971564
3/31/2023,4.516666667,2.797466033,3.658319642,3.646666667,3,0.077270372,3.340169144,3.02,21.51241909,-0.1,4.820157016,2.90042013,0.467,-23.96208137
6/30/2023,4.99,2.45038104,2.9982436,3.593333333,3.5,0.311551801,2.998865553,3.056666667,6.086978263,-0.1,2.533777037,2.735992517,0.436,16.02980935
9/30/2023,5.26,4.34966684,3.496197099,4.15,4,-0.021321768,3.901338705,3.246666667,0.145842146,-0.1,-3.796899914,2.756770364,0.605666667,21.63771502
12/31/2023,5.33,3.198213152,2.79444557,4.44,4,0.252072605,0.755304029,3.22,-6.189315656,-0.1,0.085471451,3.166591227,0.773,9.926390442
3/31/2024,5.33,1.626495907,3.705673307,4.16,4,1.2869776,2.766801381,2.893333333,2.437988355,-0.083333333,-2.055574272,1.521990045,0.711,-0.202733958
6/30/2024,5.33,2.989530253,2.756675678,4.443333333,3.75,0.685669504,2.53025982,3.066666667,-3.429060098,0.05,3.24767023,3.443369356,0.941333333,22.04423454
9/30/2024,5.263333333,3.073027725,1.395961645,3.946666667,3.5,1.710224997,2.633198778,2.896666667,9.937776671,0.183333333,1.42782299,3.014054744,0.953666667,-14.86708493
12/31/2024,4.65,2.3450919,3.033437325,4.283333333,3,0.942783547,0.98301435,2.81,-13.16595875,0.25,2.243191941,3.648247435,1.025333333,9.588200861
